COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30, MAIN TYPE 
UBF,N,0,UB FINANCE,2023-09-26,1.1,,,,,26,9,2023,40.0,-0.03303041581812116,-0.03361316075833431,0.0005827449402131465,1.0350000000000001,1.1328720969859187,0.9371279030140817,-47.0,0.10000000000000009,0.10000000000000009,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.0142857142857142,1.0357142857142856,1.0733333333333335,
UBF,N,0,UB FINANCE,2023-09-27,1.1,,,,,27,9,2023,28.571428571428584,-0.04824902837298828,-0.0365403342812651,-0.011708694091723176,1.02,1.1591704747876919,0.8808295252123082,896.0,0.11428571428571437,0.11428571428571437,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.0142857142857142,1.0285714285714285,1.0666666666666669,
UBF,N,0,UB FINANCE,2023-10-02,0.9,,,,,2,10,2023,37.5,-0.05164538831343424,-0.03956134508769893,-0.012084043225735308,1.0100000000000002,1.1536369692919217,0.8663630307080787,-875.0,0.11428571428571435,0.11428571428571435,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,0.9857142857142858,1.007142857142857,1.0533333333333335,
UBF,N,0,UB FINANCE,2023-10-03,0.9,,,,,3,10,2023,37.5,-0.061695010622177526,-0.04398807819459465,-0.017706932427582874,1.0000000000000002,1.1716790150557905,0.8283209849442099,1.0,0.11428571428571435,0.11428571428571435,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,0.9571428571428572,0.9928571428571429,1.0433333333333334,
UBF,N,0,UB FINANCE,2023-10-04,0.9,,,,,4,10,2023,44.44444444444445,-0.06088836131282038,-0.0473681348182398,-0.013520226494580581,0.9950000000000001,1.1724082416646033,0.8175917583353968,116.0,0.11428571428571435,0.11428571428571435,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.9285714285714286,0.9785714285714285,1.0300000000000002,
UBF,N,0,UB FINANCE,2023-10-05,0.9,,,,,5,10,2023,33.33333333333333,-0.06753969463098419,-0.05140244678078868,-0.01613724785019551,0.9850000000000001,1.182617386833617,0.7873826131663832,-126.0,0.11428571428571434,0.11428571428571434,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.9142857142857144,0.9714285714285714,1.0233333333333337,
UBF,N,0,UB FINANCE,2023-10-06,0.9,,,,,6,10,2023,37.5,-0.07198117008389338,-0.055518191441409626,-0.01646297864248375,0.9700000000000001,1.1762190965683674,0.7637809034316326,-19.0,0.11428571428571432,0.11428571428571432,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.8857142857142858,0.95,1.0133333333333336,
UBF,N,0,UB FINANCE,2023-10-09,0.9,,,,,9,10,2023,37.5,-0.0746406603095755,-0.0593426852150428,-0.0152979750945327,0.9549999999999998,1.165012530954452,0.7449874690455478,148.0,0.11428571428571432,0.11428571428571432,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,0.8571428571428571,0.9357142857142857,1.0033333333333336,
UBF,N,0,UB FINANCE,2023-10-10,0.9,,,,,10,10,2023,37.5,-0.07587370068229427,-0.06264888830849309,-0.013224812373801173,0.9400000000000001,1.1492593455122386,0.7307406544877615,-103.0,0.11428571428571432,0.11428571428571432,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,0.8285714285714286,0.9214285714285715,0.9933333333333336,
UBF,N,0,UB FINANCE,2023-10-11,0.8,,,,,11,10,2023,28.57142857142857,-0.07597510039673439,-0.06531413072614135,-0.010660969670593032,0.93,1.1461870535098324,0.7138129464901678,11.0,0.11428571428571431,0.11428571428571431,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,1.1,0.8285714285714286,0.9071428571428573,0.9833333333333336,
UBF,N,0,UB FINANCE,2023-10-12,0.8,,,,,12,10,2023,33.33333333333333,-0.07518873150751537,-0.06728905088241616,-0.007899680625099215,0.9200000000000002,1.141002500581233,0.6989974994187673,-25.0,0.1142857142857143,0.1142857142857143,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.1,0.8142857142857143,0.8857142857142858,0.9733333333333335,
UBF,N,0,UB FINANCE,2023-10-13,0.8,,,,,13,10,2023,33.33333333333333,-0.07371577888482217,-0.06857439648289736,-0.005141382401924813,0.905,1.1150125309544519,0.6949874690455481,0.0,0.1142857142857143,0.1142857142857143,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,0.8142857142857143,0.8714285714285716,0.9633333333333335,
UBF,N,0,UB FINANCE,2023-10-16,0.8,,,,,16,10,2023,33.33333333333333,-0.07172169031849762,-0.06920385525001742,-0.0025178350684802037,0.8949999999999999,1.1050125309544518,0.684987469045548,-3.0,0.12142857142857144,0.12142857142857144,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,0.7999999999999999,0.8571428571428571,0.9533333333333335,
UBF,N,0,UB FINANCE,2023-10-17,0.8,,,,,17,10,2023,33.33333333333333,-0.06934202901646558,-0.06923149000330706,-0.00011053901315852266,0.885,1.0929979756986512,0.6770020243013488,-23.0,0.12142857142857144,0.12142857142857144,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,0.7999999999999999,0.8428571428571431,0.9433333333333335,
UBF,N,0,UB FINANCE,2023-10-18,0.8,,,,,18,10,2023,28.57142857142857,-0.07466460743776271,-0.07031811349019819,-0.00434649394756452,0.8699999999999999,1.086187053509832,0.6538129464901677,25.0,0.12142857142857144,0.12142857142857144,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,1.0,0.7999999999999999,0.8285714285714286,0.936666666666667,
UBF,N,0,UB FINANCE,2023-10-19,0.7,,,,,19,10,2023,50.0,-0.07000663204205237,-0.07025581720056903,0.0002491851585166571,0.8549999999999999,1.0439026482776659,0.6660973517223338,3.0,0.10714285714285714,0.10714285714285714,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.0,0.7857142857142856,0.8071428571428573,0.9266666666666669,
UBF,N,0,UB FINANCE,2023-10-20,0.8,,,,,20,10,2023,40.0,-0.06555942474293974,-0.06931653870904317,0.003757113966103426,0.8450000000000001,1.022408241664603,0.6675917583353972,-1.0,0.1142857142857143,0.1142857142857143,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,0.7857142857142856,0.8071428571428573,0.9200000000000003,
UBF,N,0,UB FINANCE,2023-10-23,0.9,,,,,23,10,2023,50.0,-0.06132802956850181,-0.0677188368809349,0.006390807312433092,0.835,0.9975455401774491,0.6724544598225508,-20.0,0.1142857142857143,0.1142857142857143,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,0.7857142857142856,0.8000000000000002,0.9100000000000001,
UBF,N,0,UB FINANCE,2023-10-24,0.8,,,,,24,10,2023,33.33333333333336,-0.05731393899515569,-0.06563785730377907,0.008323918308623376,0.825,0.968270079882275,0.6817299201177249,-8.0,0.1142857142857143,0.1142857142857143,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.1,0.7857142857142857,0.8000000000000002,0.9000000000000001,
UBF,N,0,UB FINANCE,2023-10-25,0.8,,,,,25,10,2023,50.0,-0.05351584593632153,-0.06321345503028755,0.009697609093966025,0.8150000000000001,0.9324285897224791,0.697571410277521,-7.0,0.11428571428571431,0.11428571428571431,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,0.7857142857142857,0.792857142857143,0.8900000000000001,
UBF,N,0,UB FINANCE,2023-10-26,0.7,,,,,26,10,2023,33.33333333333333,-0.057907472788387926,-0.062152258581907635,0.004244785793519709,0.8,0.8917662935482235,0.7082337064517766,5.0,0.11428571428571432,0.11428571428571432,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,0.7857142857142857,0.792857142857143,0.8833333333333334,
UBF,N,0,UB FINANCE,2023-10-27,0.7,,,,,27,10,2023,50.0,-0.05271108388002532,-0.060264023641531175,0.007552939761505853,0.8,0.8917662935482235,0.7082337064517766,16.0,0.11428571428571432,0.11428571428571432,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,0.7714285714285714,0.7857142857142858,0.8733333333333334,
UBF,N,0,UB FINANCE,2023-10-30,0.8,,,,,30,10,2023,50.0,-0.04803914289620814,-0.057819047492466566,0.009779904596258424,0.7950000000000002,0.8738068925652398,0.7161931074347605,-7.0,0.11428571428571432,0.11428571428571432,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,0.7857142857142856,0.7857142857142858,0.8633333333333334,
UBF,N,0,UB FINANCE,2023-10-31,0.8,,,,,31,10,2023,40.0,-0.05180854363086751,-0.056616946720146756,0.0048084030892792465,0.79,0.8794427190999902,0.7005572809000099,-8.0,0.11428571428571434,0.11428571428571434,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,0.7857142857142856,0.7857142857142859,0.8566666666666668,
UBF,N,0,UB FINANCE,2023-11-01,0.7,,,,,1,11,2023,40.0,-0.05417136707106085,-0.056127830790329576,0.0019564637192687265,0.78,0.8620782681668107,0.6979217318331894,-8.0,0.11428571428571435,0.11428571428571435,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,1.0,0.7714285714285714,0.7785714285714287,0.8466666666666668,
UBF,N,0,UB FINANCE,2023-11-02,0.8,,,,,2,11,2023,40.0,-0.055405244500602024,-0.05598331353238407,0.0005780690317820428,0.7750000000000001,0.8638523316638624,0.6861476683361378,7.0,0.11428571428571435,0.11428571428571435,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.1,0.7571428571428571,0.7714285714285715,0.8366666666666667,
UBF,N,0,UB FINANCE,2023-11-03,0.8,,,,,3,11,2023,40.0,-0.055740558788697214,-0.0559347625836467,0.00019420379494948514,0.77,0.8640324691963239,0.6759675308036761,-6.0,0.1071428571428572,0.1071428571428572,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,0.7428571428571428,0.7642857142857143,0.8233333333333334,
UBF,N,0,UB FINANCE,2023-11-06,0.7,,,,,6,11,2023,40.0,-0.055368049370097205,-0.0558214199409368,0.0004533705708395924,0.765,0.862872096985917,0.667127903014083,17.0,0.1071428571428572,0.1071428571428572,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,0.7285714285714285,0.7571428571428572,0.8133333333333332,
UBF,N,0,UB FINANCE,2023-11-07,0.8,,,,,7,11,2023,60.0,-0.04646801436270287,-0.053950738825290015,0.007482724462587145,0.765,0.862872096985917,0.667127903014083,33.0,0.11428571428571435,0.11428571428571435,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,1.0,0.7285714285714285,0.75,0.8033333333333333,
UBF,N,0,UB FINANCE,2023-11-08,0.8,,,,,8,11,2023,50.0,-0.03896550244109531,-0.05095369154845107,0.01198818910735576,0.765,0.862872096985917,0.667127903014083,-30.0,0.12142857142857148,0.12142857142857148,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,1.0,0.7285714285714286,0.7571428571428573,0.7966666666666666,
UBF,N,0,UB FINANCE,2023-11-09,0.8,,,,,9,11,2023,40.0,-0.04062062270261535,-0.04888707777928393,0.00826645507666858,0.76,0.8605249379900054,0.6594750620099946,-15.0,0.11428571428571435,0.11428571428571435,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.0,0.7285714285714286,0.7571428571428573,0.7899999999999999,
UBF,N,0,UB FINANCE,2023-11-10,0.8,,,,,10,11,2023,50.0,-0.03347724828981635,-0.04580511188139042,0.012327863591574069,0.76,0.8605249379900054,0.6594750620099946,9.0,0.12142857142857151,0.12142857142857151,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,0.7285714285714286,0.7500000000000001,0.7799999999999999,
UBF,N,0,UB FINANCE,2023-11-13,0.8,,,,,13,11,2023,50.0,-0.027499080322069935,-0.042143905569526324,0.014644825247456389,0.76,0.8605249379900054,0.6594750620099946,-13.0,0.12142857142857151,0.12142857142857151,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.7428571428571429,0.7500000000000001,0.7799999999999999,
UBF,N,0,UB FINANCE,2023-11-14,0.9,,,,,14,11,2023,57.14285714285714,-0.014524742679851821,-0.036620072991591424,0.022095330311739603,0.7649999999999999,0.8824285897224786,0.6475714102775212,-8.0,0.12142857142857151,0.12142857142857151,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.7571428571428571,0.7500000000000001,0.7766666666666667,
UBF,N,0,UB FINANCE,2023-11-15,0.9,,,,,15,11,2023,57.142857142857146,-0.012171347174639968,-0.031730327828201135,0.019558980653561167,0.77,0.8842481141154946,0.6557518858845054,28.0,0.12857142857142864,0.12857142857142864,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.7857142857142857,0.7571428571428572,0.78,
UBF,N,0,UB FINANCE,2023-11-16,0.8,,,,,16,11,2023,50.0,-0.010188813976258593,-0.027422025057812625,0.017233211081554033,0.77,0.8842481141154946,0.6557518858845054,-21.0,0.12857142857142864,0.12857142857142864,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7999999999999999,0.7642857142857143,0.7766666666666668,
UBF,N,0,UB FINANCE,2023-11-17,0.8,,,,,17,11,2023,50.0,-0.008519435385204832,-0.023641507123291067,0.015122071738086235,0.77,0.8842481141154946,0.6557518858845054,4.0,0.12857142857142864,0.12857142857142864,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7999999999999999,0.7642857142857142,0.7766666666666668,
UBF,N,0,UB FINANCE,2023-11-20,0.8,,,,,20,11,2023,60.0,-0.0071144301029238965,-0.020336091719217634,0.013221661616293737,0.77,0.8842481141154946,0.6557518858845054,2.0,0.1357142857142858,0.1357142857142858,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7642857142857141,0.7766666666666668,
UBF,N,0,UB FINANCE,2023-11-21,0.8,,,,,21,11,2023,66.66666666666666,0.002044641615135845,-0.015859945052346936,0.01790458666748278,0.775,0.9027332747317,0.6472667252683001,-5.0,0.14285714285714293,0.14285714285714293,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8142857142857143,0.7714285714285712,0.7766666666666668,
UBF,N,0,UB FINANCE,2023-11-22,0.8,,,,,22,11,2023,57.142857142857146,0.0012200437689987575,-0.012443947288077798,0.013663991057076556,0.775,0.9027332747317,0.6472667252683001,2.0,0.15000000000000008,0.15000000000000008,0.9,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8285714285714285,0.7857142857142857,0.7800000000000001,
UBF,N,0,UB FINANCE,2023-11-23,0.9,,,,,23,11,2023,57.142857142857146,0.0005600876927488452,-0.00984314029191247,0.010403227984661315,0.78,0.9031174022502174,0.6568825977497826,2.0,0.15714285714285722,0.15714285714285722,0.8,0.9,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8285714285714285,0.7928571428571428,0.7800000000000001,
UBF,N,0,UB FINANCE,2023-11-24,0.9,,,,,24,11,2023,57.142857142857146,3.664532312008806e-05,-0.007867183168905958,0.007903828492026047,0.78,0.9031174022502174,0.6568825977497826,-7.0,0.16428571428571434,0.16428571428571434,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8142857142857142,0.8,0.7800000000000001,
UBF,N,0,UB FINANCE,2023-11-27,0.9,,,,,27,11,2023,50.0,-0.00037387670804911455,-0.00636852187673459,0.005994645168685475,0.78,0.9031174022502174,0.6568825977497826,9.0,0.16428571428571434,0.16428571428571434,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8142857142857143,0.8071428571428573,0.7800000000000001,
UBF,N,0,UB FINANCE,2023-11-28,0.8,,,,,28,11,2023,50.0,-0.0006912500748278427,-0.005233067516353241,0.004541817441525398,0.785,0.9024285897224789,0.6675714102775212,3.0,0.16428571428571434,0.16428571428571434,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8142857142857143,0.8071428571428572,0.7800000000000001,
UBF,N,0,UB FINANCE,2023-11-29,0.8,,,,,29,11,2023,60.000000000000014,-0.0009320269282888649,-0.004372859398740365,0.0034408324704515002,0.79,0.9005012502906153,0.6794987497093847,-7.0,0.16428571428571437,0.16428571428571437,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8142857142857143,0.8071428571428572,0.7800000000000001,
